diatoms_biomass_gCm2,dino_biomass_gCm2,other_biomass_gCm2,pico_biomass_gCm2,total_biomass_gCm2,diatoms_perc,dino_perc,other_perc,pico_perc
342.343829048387,6.399718399089365,74.11223807461465,64.1619167276576,487.0177022497486,70.29391898219522,1.3140627885857652,15.217565548902574,13.17445268031645
