diatoms_biomass_gCm2,dino_biomass_gCm2,other_biomass_gCm2,pico_biomass_gCm2,total_biomass_gCm2,diatoms_perc,dino_perc,other_perc,pico_perc
86.92684030851999,126.60692753764815,117.44141924911445,60.67143281397089,391.6466199092535,22.195222910046148,32.326827579153786,29.986578021872422,15.491371488927639
