diatoms_biomass_gCm2,dino_biomass_gCm2,other_biomass_gCm2,pico_biomass_gCm2,total_biomass_gCm2,diatoms_perc,dino_perc,other_perc,pico_perc
1.3123355680247193e-11,158.5214168541827,143.1077973437105,61.306192163842695,362.935406361749,3.6158929248051193e-12,43.67758396550031,39.43065207616325,16.891763958332824
