diatoms_biomass_gCm2,dino_biomass_gCm2,other_biomass_gCm2,pico_biomass_gCm2,total_biomass_gCm2,diatoms_perc,dino_perc,other_perc,pico_perc
165.9631590543588,39.92482276516664,92.471650778721,47.40596532991303,345.7655979281595,47.99874829908364,11.546788634958968,26.744028709858537,13.71043435609886
