diatoms_biomass_gCm2,dino_biomass_gCm2,other_biomass_gCm2,pico_biomass_gCm2,total_biomass_gCm2,diatoms_perc,dino_perc,other_perc,pico_perc
267.61622673889457,65.18483271965783,75.5485974551732,60.16361175707998,468.5132686708056,57.120308993197675,13.913124147922279,16.125177771273833,12.841389087606206
