diatoms_biomass_gCm2,dino_biomass_gCm2,other_biomass_gCm2,pico_biomass_gCm2,total_biomass_gCm2,diatoms_perc,dino_perc,other_perc,pico_perc
173.00823858516569,136.45999275812846,88.51655611259446,59.47251557143916,457.4573030273278,37.8195380072073,29.830104767171367,19.349686960250935,13.000670265370399
