diatoms_biomass_gCm2,dino_biomass_gCm2,other_biomass_gCm2,pico_biomass_gCm2,total_biomass_gCm2,diatoms_perc,dino_perc,other_perc,pico_perc
271.9258561341416,16.25982958228959,75.3666991920523,59.072914284983106,422.62529919346656,64.3420677023079,3.8473393839222756,17.83298333911417,13.97760957465566
