diatoms_biomass_gCm2,dino_biomass_gCm2,other_biomass_gCm2,pico_biomass_gCm2,total_biomass_gCm2,diatoms_perc,dino_perc,other_perc,pico_perc
314.75437579778287,39.49922180901061,72.29059277483982,61.87093040649499,488.4151207881283,64.44402771353214,8.087223373689357,14.801055433785201,12.667693478993304
