diatoms_biomass_gCm2,dino_biomass_gCm2,other_biomass_gCm2,pico_biomass_gCm2,total_biomass_gCm2,diatoms_perc,dino_perc,other_perc,pico_perc
309.94580848269163,10.36252873289824,72.22969027389675,62.44472763110218,454.98275512058876,68.12253980934805,2.277565164014129,15.875258888604025,13.724636138033805
