diatoms_biomass_gCm2,dino_biomass_gCm2,other_biomass_gCm2,pico_biomass_gCm2,total_biomass_gCm2,diatoms_perc,dino_perc,other_perc,pico_perc
334.53780328336654,28.85264048384095,72.6916433321856,63.072664121351536,499.15475122074463,67.02085925561421,5.780299679263445,14.562947293281134,12.635893771841205
