diatoms_biomass_gCm2,dino_biomass_gCm2,other_biomass_gCm2,pico_biomass_gCm2,total_biomass_gCm2,diatoms_perc,dino_perc,other_perc,pico_perc
1.8126886138171508e-10,88.72266612871472,125.47217133662203,44.71058859570257,258.90542606122057,7.001354283662344e-11,34.26836875474963,48.462549914636774,17.269081330543585
