diatoms_biomass_gCm2,dino_biomass_gCm2,other_biomass_gCm2,pico_biomass_gCm2,total_biomass_gCm2,diatoms_perc,dino_perc,other_perc,pico_perc
137.2786259950672,98.48924659721685,104.1422638052277,60.17883831395027,400.088974711462,34.312024242625135,24.616835959612676,26.02977597179065,15.04136382597154
