diatoms_biomass_gCm2,dino_biomass_gCm2,other_biomass_gCm2,pico_biomass_gCm2,total_biomass_gCm2,diatoms_perc,dino_perc,other_perc,pico_perc
269.9349638001458,57.80143536586839,76.03113979997323,59.77750031155254,463.54503927753996,58.23273704338505,12.4694324107006,16.402104079998757,12.89572646591559
