diatoms_biomass_gCm2,dino_biomass_gCm2,other_biomass_gCm2,pico_biomass_gCm2,total_biomass_gCm2,diatoms_perc,dino_perc,other_perc,pico_perc
207.7953767123987,109.64609185920436,83.98685436741185,59.95009226800507,461.37841520702,45.037949297901406,23.764894118422568,18.20346414119244,12.993692442483582
