diatoms_biomass_gCm2,dino_biomass_gCm2,other_biomass_gCm2,pico_biomass_gCm2,total_biomass_gCm2,diatoms_perc,dino_perc,other_perc,pico_perc
251.84312696352836,39.50676301848746,85.36496058304017,59.90692609042651,436.6217766554825,57.67992812741583,9.04828048685725,19.55123751200289,13.720553873724034
