diatoms_biomass_gCm2,dino_biomass_gCm2,other_biomass_gCm2,pico_biomass_gCm2,total_biomass_gCm2,diatoms_perc,dino_perc,other_perc,pico_perc
5.143924167134871e-05,0.004289887604417882,0.48007869555133476,2.9607491643964137,3.4451691867938377,0.0014930831806033707,0.12451892408831629,13.934836564531922,85.93915142819915
